ID,Name,Description,CLTS_BIPA,CLTS_Name
ui_u0075u0303u0069,ũi,,ũi,from nasalized rounded close back to unrounded close front diphthong
lj_u006Cu02B2,lʲ,,lʲ,palatalized voiced alveolar lateral approximant consonant
eo_u0065u006Fu02D0,eoː,,eoː,from unrounded close-mid front to long rounded close-mid back diphthong
ngg_u0294u014Bu0067,ʔŋg,,,
u_u0075u0324u02D0,ṳː,,ṳː,long breathy rounded close back vowel
nggb_u014Bu0067u0062,ŋgb,,ŋgb,from voiced velar nasal to voiced velar-and-bilabial stop cluster
l_u026D,ɭ,,ɭ,voiced retroflex lateral approximant consonant
u_u028Au02E4u02D0,ʊˤː,,ʊˤː,long pharyngealized rounded near-close near-back vowel
n_u0272u0325,ɲ̥,,ɲ̊,devoiced voiced palatal nasal consonant
eo_u025Bu006Fu032F,ɛo̯,,ɛo̯,from unrounded open-mid front to non-syllabic rounded close-mid back diphthong
a_u0061u02D1,aˑ,,aˑ,mid-long unrounded open front vowel
o_u006Fu0330u0303,õ̰,,õ̰,nasalized creaky rounded close-mid back vowel
th_u0074u032Au02B0u02D0,t̪ʰː,,t̪ʰː,aspirated long voiceless dental stop consonant
_u01C1u02BC,ǁʼ,,ǁʼ,voiceless alveolar ejective lateral click consonant
i_u0069u0303u02E4,ĩˤ,,ĩˤ,pharyngealized nasalized unrounded close front vowel
gb_u0260u0253,ɠɓ,,ɠɓ,from voiced velar implosive to voiced bilabial implosive cluster
ae_u0251u0065,ɑe,,ɑe,from unrounded open back to unrounded close-mid front diphthong
jo_u006Au006F,jo,,,
ou_u0254u0075,ɔu,,ɔu,from rounded open-mid back to rounded close back diphthong
e_u0065u0303,ẽ,,ẽ,nasalized unrounded close-mid front vowel
r_u027Eu02D0,ɾː,,ɾː,long voiced alveolar tap consonant
uo_u028Au032Fu0254,ʊ̯ɔ,,ʊ̯ɔ,from non-syllabic rounded near-close near-back to rounded open-mid back diphthong
ae_u00E6u02D0,æː,,æː,long unrounded near-open front vowel
j_u029D,ʝ,,ʝ,voiced palatal fricative consonant
ar_u0061u02DE,a˞,,a˞,rhotacized unrounded open front vowel
a_u0061u02E4u003A,aˤ:,,aˤː,long pharyngealized unrounded open front vowel
a_u0251u02D0,ɑː,,ɑː,long unrounded open back vowel
y_u0079u02D0,yː,,yː,long rounded close front vowel
n_u207Fu01C3,ⁿǃ,,ⁿǃ,pre-nasalized voiceless alveolar click consonant
o_u0254,ɔ,,ɔ,rounded open-mid back vowel
bw_u0062u02B7,bʷ,,bʷ,labialized voiced bilabial stop consonant
rr_u0072u0072,rr,,,
dzdz_u0064u007Au0064u007A,dzdz,,,
mpw_u006Du0070u02B7,mpʷ,,mpʷ,from voiced bilabial nasal to labialized voiceless bilabial stop cluster
aei_u00E6u02D0u026A,æːɪ,,æːɪ,from long unrounded near-open front to unrounded near-close near-front diphthong
o_u0275,ɵ,,ɵ,rounded close-mid central vowel
oe_u0153,œ,,œ,rounded open-mid front vowel
u_u0075,u,,u,rounded close back vowel
kp_u006Bu0070,kp,,kp,voiceless velar-and-bilabial stop consonant
h_u01C3u02B0,ǃʰ,,ǃʰ,aspirated voiceless alveolar click consonant
_u01C0u02BC,ǀʼ,,ǀʼ,voiceless dental ejective click consonant
ii_u026Au0069,ɪi,,ɪi,from unrounded near-close near-front to unrounded close front diphthong
j_u0294u02B2u02D0,ʔʲː,,ʔʲː,palatalized long voiceless glottal stop consonant
i_u0069u0330,ḭ,,ḭ,creaky unrounded close front vowel
tg_u0074u02E0,tˠ,,tˠ,velarized voiceless alveolar stop consonant
e_u025Bu0303u02D0,ɛ̃ː,,ɛ̃ː,long nasalized unrounded open-mid front vowel
aw_u0061u0077,aw,,,
nd_u006Eu0064,nd,,nd,from voiced alveolar nasal to voiced alveolar stop cluster
tsj_u0074u0283u02B2,tʃʲ,,tʃʲ,palatalized voiceless post-alveolar sibilant affricate consonant
ii_u0069u0259u026A,iəɪ,,,
kw_u006Bu02B7u02D0,kʷː,,kʷː,labialized long voiceless velar stop consonant
ndr_u004Eu0256u027D,Nɖɽ,,,
i_u0069u031Eu02D0,i̞ː,,i̞ː,long lowered unrounded close front vowel
oa_u006Fu0251,oɑ,,oɑ,from rounded close-mid back to unrounded open back diphthong
kw_u006Bu02B7u02BC,kʷʼ,,kʼʷ,labialized voiceless velar ejective stop consonant
a_u0251u02D1,ɑˑ,,ɑˑ,mid-long unrounded open back vowel
aeo_u00E6u0254,æɔ,,æɔ,from unrounded near-open front to rounded open-mid back diphthong
y_u0079u0259,yə,,yə,from rounded close front to unrounded mid central diphthong
fj_u0066u02B2,fʲ,,fʲ,palatalized voiceless labio-dental fricative consonant
u_u028Au0259,ʊə,,ʊə,from rounded near-close near-back to unrounded mid central diphthong
ns_u006Eu0283,nʃ,,,
o_u0254u0324u02D0,ɔ̤ː,,ɔ̤ː,long breathy rounded open-mid back vowel
ao_u0061u0275u032F,aɵ̯,,aɵ̯,from unrounded open front to non-syllabic rounded close-mid central diphthong
ddh_u0256u0256u02B1,ɖɖʱ,,ɖɖʱ,from voiced retroflex stop to breathy voiced retroflex stop cluster
ye_u0079u0065,ye,,ye,from rounded close front to unrounded close-mid front diphthong
au_u0250u0303u0075,ɐ̃u,,ɐ̃u,from nasalized unrounded near-open central to rounded close back diphthong
au_u0061u0075u032F,au̯,,au̯,from unrounded open front to non-syllabic rounded close back diphthong
ks_u006Bu0073,ks,,,
h_u029C,ʜ,,ʜ,voiceless epiglottal fricative consonant
i_u028Cu0069,ʌi,,ʌi,from unrounded open-mid back to unrounded close front diphthong
w_u0294u02B7,ʔʷ,,ʔʷ,labialized voiceless glottal stop consonant
ndz_u006Eu0064u0290,ndʐ,,nɖʐ,from voiced alveolar nasal to voiced retroflex sibilant affricate cluster
ua_u0075u0251,uɑ,,uɑ,from rounded close back to unrounded open back diphthong
gh_u0067u02B1,gʱ,,gʱ,breathy voiced velar stop consonant
k_u006Bu02D0,kː,,kː,long voiceless velar stop consonant
aj_u0061u006A,aj,,,
u_u0264u02D1,ɤˑ,,ɤˑ,mid-long unrounded close-mid back vowel
u_u0075u02E4,uˤ,,uˤ,pharyngealized rounded close back vowel
a_u0251,ɑ,,ɑ,unrounded open back vowel
ng_u014Bu030A,ŋ̊,,ŋ̊,devoiced voiced velar nasal consonant
ie_u0069u025B,iɛ,,iɛ,from unrounded close front to unrounded open-mid front diphthong
o_u006Fu0303u02E4,õˤ,,õˤ,pharyngealized nasalized rounded close-mid back vowel
b_u0062u003A,b:,,bː,long voiced bilabial stop consonant
ndz_u004Eu0064u0290,Ndʐ,,,
r_u027Eu0325,ɾ̥,,ɾ̥,devoiced voiced alveolar tap consonant
dh_u0064u02B1u02D0,dʱː,,dʱː,long breathy voiced alveolar stop consonant
nzw_u006Eu007Au02B7,nzʷ,,,
g_u0067u01C0,gǀ,,gǀ,voiced dental click consonant
r_u0281u031E,ʁ̞,,ʁ̞,voiced uvular approximant consonant
j_u0294u006A,ʔj,,,
jeu_u006Au0065u0075u032F,jeu̯,,,
cc_u0063u0063u0327,cç,,cç,voiceless palatal affricate consonant
ai_u0061u0069,ai,,ai,from unrounded open front to unrounded close front diphthong
tc_u0074u0320u0255,t̠ɕ,,,
i_u0069u0303,ĩ,,ĩ,nasalized unrounded close front vowel
ng_u014Bu0325,ŋ̥,,ŋ̊,devoiced voiced velar nasal consonant
d_u0064,d,,d,voiced alveolar stop consonant
o_u006Fu0324u02D1,o̤ˑ,,o̤ˑ,mid-long breathy rounded close-mid back vowel
ts_u0074u033Bu0073u033B,t̻s̻,,ts̻,voiceless laminal alveolar sibilant affricate consonant
ui_u0259u028Au026A,əʊɪ,,,
oo_u006Fu006Fu032F,oo̯,,o̯ː,long non-syllabic rounded close-mid back vowel
l_u006Cu02E4,lˤ,,lˤ,pharyngealized voiced alveolar lateral approximant consonant
ia_u026Au02D0u0252u032Fu02E4,ɪːɒ̯ˤ,,ɪːɒ̯ˤ,from long unrounded near-close near-front to pharyngealized non-syllabic rounded open back diphthong
h_u0127,ħ,,ħ,voiceless pharyngeal fricative consonant
a_u0061,a,,a,unrounded open front vowel
tc_u0074u0063u0327,tç,,,
n_u006Eu0339,n̹,,,
th_u0288u02B0u02D0,ʈʰː,,ʈʰː,aspirated long voiceless retroflex stop consonant
dh_u0064u032Au02B1,d̪ʱ,,d̪ʱ,breathy voiced dental stop consonant
j_u006A,j,,j,voiced palatal approximant consonant
q_u0071u02BC,qʼ,,qʼ,voiceless uvular ejective stop consonant
e_u0065u003A,e:,,eː,long unrounded close-mid front vowel
ei_u025Bu0069u02D0,ɛiː,,ɛiː,from unrounded open-mid front to long unrounded close front diphthong
ngg_u014Bu0067,ŋg,,ŋg,from voiced velar nasal to voiced velar stop cluster
q_u0071,q,,q,voiceless uvular stop consonant
ai_u0061u026Au0303,aɪ̃,,aɪ̃,from unrounded open front to nasalized unrounded near-close near-front diphthong
ae_u00E6,æ,,æ,unrounded near-open front vowel
_u0294u003A,ʔ:,,ʔː,long voiceless glottal stop consonant
ai_u0251u0069,ɑi,,ɑi,from unrounded open back to unrounded close front diphthong
d_u0256u02D0,ɖː,,ɖː,long voiced retroflex stop consonant
i_u0069u0324u02D1,i̤ˑ,,i̤ˑ,mid-long breathy unrounded close front vowel
dz_u0064u02D0u007A,dːz,,dzː,long voiced alveolar sibilant affricate consonant
zw_u007Au02B7,zʷ,,zʷ,labialized voiced alveolar sibilant fricative consonant
c_u0255u02D0,ɕː,,ɕː,long voiceless alveolo-palatal sibilant fricative consonant
bh_u0062u02B1,bʱ,,bʱ,breathy voiced bilabial stop consonant
kkh_u006Bu006Bu02B0,kkʰ,,kkʰ,from voiceless velar stop to aspirated voiceless velar stop cluster
j_u0294u006Au0330,ʔj̰,,,
tc_u0074u02D0u0255,tːɕ,,tɕː,long voiceless alveolo-palatal sibilant affricate consonant
i_u026A,ɪ,,ɪ,unrounded near-close near-front vowel
z_u0292u02D0,ʒː,,ʒː,long voiced post-alveolar sibilant fricative consonant
oi_u006Fu0259u026A,oəɪ,,,
nw_u006Eu032Au02B7,n̪ʷ,,n̪ʷ,labialized voiced dental nasal consonant
z_u007Au0329,z̩,,z̩,syllabic voiced alveolar sibilant fricative consonant
t_u0074u02BC,tʼ,,tʼ,voiceless alveolar ejective stop consonant
cn_u0063u006E,cn,,,
e_u025Bu0324u02D0,ɛ̤ː,,ɛ̤ː,long breathy unrounded open-mid front vowel
o_u0254u0324,ɔ̤,,ɔ̤,breathy rounded open-mid back vowel
o_u0254u0303u02D0,ɔ̃ː,,ɔ̃ː,long nasalized rounded open-mid back vowel
u_u028Au033D,ʊ̽,,ʊ̽,mid-centralized rounded near-close near-back vowel
ndz_u0272u0064u0292,ɲdʒ,,ɲdʒ,from voiced palatal nasal to voiced post-alveolar sibilant affricate cluster
e_u0065,e,,e,unrounded close-mid front vowel
kwh_u006Bu02B7u02B0,kʷʰ,,kʷʰ,labialized aspirated voiceless velar stop consonant
nh_u006Eu02B1,nʱ,,nʱ,breathy voiced alveolar nasal consonant
sh_u0283u02B0,ʃʰ,,ʃʰ,aspirated voiceless post-alveolar sibilant fricative consonant
m_u006Du0325,m̥,,m̥,devoiced voiced bilabial nasal consonant
ew_u0065u0077,ew,,,
qw_u0071u02BCu02B7,qʼʷ,,qʼʷ,labialized voiceless uvular ejective stop consonant
zj_u007Au02B2,zʲ,,zʲ,palatalized voiced alveolar sibilant fricative consonant
n_u0294u006E,ʔn,,,
h_u0267,ɧ,,ɧ,voiceless palatal-velar fricative consonant
i_u0069u02D1,iˑ,,iˑ,mid-long unrounded close front vowel
r_u0279u02D0,ɹː,,ɹː,long voiced alveolar approximant consonant
tsh_u0074u0073u02B0,tsʰ,,tsʰ,aspirated voiceless alveolar sibilant affricate consonant
bj_u0062u02B2,bʲ,,bʲ,palatalized voiced bilabial stop consonant
_u028Cu0303,ʌ̃,,ʌ̃,nasalized unrounded open-mid back vowel
ts_u0074u0283u0027,tʃ',,tʃʼ,voiceless post-alveolar ejective sibilant affricate consonant
b_u0062u02D0,bː,,bː,long voiced bilabial stop consonant
nts_u006Eu0074u0283,ntʃ,,ntʃ,from voiced alveolar nasal to voiceless post-alveolar sibilant affricate cluster
ng_u004Eu0067,Ng,,,
ts_u0288u0282u02D0,ʈʂː,,ʈʂː,long voiceless retroflex sibilant affricate consonant
tlh_u0074u026Cu02B0,tɬʰ,,tɬʰ,aspirated voiceless alveolar lateral affricate consonant
mbw_u006Du0062u02B7,mbʷ,,mbʷ,from voiced bilabial nasal to labialized voiced bilabial stop cluster
u_u028Cu0075,ʌu,,ʌu,from unrounded open-mid back to rounded close back diphthong
ntch_u004Eu0074u0255u02B0,Ntɕʰ,,,
tth_u0074u0074u02B0,ttʰ,,ttʰ,from voiceless alveolar stop to aspirated voiceless alveolar stop cluster
w_u026F,ɯ,,ɯ,unrounded close back vowel
mj_u006Du02B2,mʲ,,mʲ,palatalized voiced bilabial nasal consonant
pf_u0070u0066,pf,,pf,voiceless labio-dental affricate consonant
ntrh_u004Eu0288u027Du02B0,Nʈɽʰ,,,
h_u0068u0303,h̃,,h̃,nasalized voiceless glottal fricative consonant
vw_u0076u02B7,vʷ,,vʷ,labialized voiced labio-dental fricative consonant
ea_u0065u0061u02D0,eaː,,eaː,from unrounded close-mid front to long unrounded open front diphthong
oe_u006Fu0065,oe,,oe,from rounded close-mid back to unrounded close-mid front diphthong
ai_u0250u0303u0069,ɐ̃i,,ɐ̃i,from nasalized unrounded near-open central to unrounded close front diphthong
i_u0069u0319,i̙,,i̙,retracted-tongue-root unrounded close front vowel
rj_u0072u02B2,rʲ,,rʲ,palatalized voiced alveolar trill consonant
i_u0069,i,,i,unrounded close front vowel
y_u0079u02D0u02D0,yːː,,yːː,ultra-long rounded close front vowel
r_u0280,ʀ,,ʀ,voiced uvular trill consonant
bw_u0062u02B7u02D0,bʷː,,bʷː,labialized long voiced bilabial stop consonant
i_u026Au02D0,ɪː,,ɪː,long unrounded near-close near-front vowel
e_u025Bu0324u02D1,ɛ̤ˑ,,ɛ̤ˑ,mid-long breathy unrounded open-mid front vowel
ts_u0074u032Au0073u032A,t̪s̪,,ts̪,voiceless dental sibilant affricate consonant
u_u028A,ʊ,,ʊ,rounded near-close near-back vowel
t_u0288u02D0,ʈː,,ʈː,long voiceless retroflex stop consonant
ej_u025Bu006A,ɛj,,,
nz_u006Eu007A,nz,,,
d_u0064u003A,d:,,dː,long voiced alveolar stop consonant
dh_u0064u032Au02B1u02D0,d̪ʱː,,d̪ʱː,long breathy voiced dental stop consonant
j_u006Au02D0,jː,,jː,long voiced palatal approximant consonant
y_u028F,ʏ,,ʏ,rounded near-close near-front vowel
i_u0268u02E4,ɨˤ,,ɨˤ,pharyngealized unrounded close central vowel
o_u00F8,ø,,ø,rounded close-mid front vowel
n_u0272u02D0,ɲː,,ɲː,long voiced palatal nasal consonant
w_u0295u02B7,ʕʷ,,ʕʷ,labialized voiced pharyngeal fricative consonant
a_u0061u02D0,aː,,aː,long unrounded open front vowel
m_u006Du0294,mʔ,,mʔ,from voiced bilabial nasal to voiceless glottal stop cluster
kj_u006Bu02B2u02BC,kʲʼ,,kʼʲ,palatalized voiceless velar ejective stop consonant
ts_u0074u035Cu0073,t͜s,,ts,voiceless alveolar sibilant affricate consonant
oe_u0153u02D0,œː,,œː,long rounded open-mid front vowel
o_u0254u02D0,ɔː,,ɔː,long rounded open-mid back vowel
o_u006Fu0303,õ,,õ,nasalized rounded close-mid back vowel
rh_u027Du02B1,ɽʱ,,ɽʱ,breathy voiced retroflex tap consonant
u_u0259u028A,əʊ,,əʊ,from unrounded mid central to rounded near-close near-back diphthong
e_u0065u0330,ḛ,,ḛ,creaky unrounded close-mid front vowel
ou_u006Fu0075u032F,ou̯,,ou̯,from rounded close-mid back to non-syllabic rounded close back diphthong
dzdz_u0064u0292u0064u0292,dʒdʒ,,,
aee_u00E6u0065,æe,,æe,from unrounded near-open front to unrounded close-mid front diphthong
r_u0259u0281u031E,əʁ̞,,,
eu_u025Eu028A,ɞʊ,,ɞʊ,from rounded open-mid central to rounded near-close near-back diphthong
tt_u0288u0288,ʈʈ,,ʈʈ,from voiceless retroflex stop to voiceless retroflex stop cluster
n_u004E,N,,,
y_u0079,y,,y,rounded close front vowel
nt_u006Eu0074,nt,,nt,from voiced alveolar nasal to voiceless alveolar stop cluster
ie_u026Au032Fu025B,ɪ̯ɛ,,ɪ̯ɛ,from non-syllabic unrounded near-close near-front to unrounded open-mid front diphthong
s_u0282,ʂ,,ʂ,voiceless retroflex sibilant fricative consonant
m_u0294u006D,ʔm,,,
ts_u0074u02D0u0283,tːʃ,,tʃː,long voiceless post-alveolar sibilant affricate consonant
nd_u207Fu0064,ⁿd,,ⁿd,pre-nasalized voiced alveolar stop consonant
dz_u0064u0291,dʑ,,dʑ,voiced alveolo-palatal sibilant affricate consonant
d_u00F0u031E,ð̞,,ɹ̪,voiced dental approximant consonant
pph_u0070u0070u02B0,ppʰ,,ppʰ,from voiceless bilabial stop to aspirated voiceless bilabial stop cluster
_u01C3,ǃ,,ǃ,voiceless alveolar click consonant
eo_u0065u006F,eo,,eo,from unrounded close-mid front to rounded close-mid back diphthong
hj_u0068u02B2,hʲ,,hʲ,palatalized voiceless glottal fricative consonant
_u028Cu02E4u02D0,ʌˤː,,ʌˤː,long pharyngealized unrounded open-mid back vowel
oey_u0153u0079u02D0,œyː,,œyː,from rounded open-mid front to long rounded close front diphthong
tsh_u0074u033Bu0073u033Bu02B0,t̻s̻ʰ,,ts̻ʰ,aspirated voiceless laminal alveolar sibilant affricate consonant
o_u006Fu031D,o̝,,o̝,raised rounded close-mid back vowel
c_u0063u0327,ç,,ç,voiceless palatal sibilant fricative consonant
oi_u0254u02D0u0069,ɔːi,,ɔːi,from long rounded open-mid back to unrounded close front diphthong
ph_u0070u02B0u02D0,pʰː,,pʰː,aspirated long voiceless bilabial stop consonant
ndj_u006Eu032Au0064u032Au02B2,n̪d̪ʲ,,n̪d̪ʲ,from voiced dental nasal to palatalized voiced dental stop cluster
r_u027E,ɾ,,ɾ,voiced alveolar tap consonant
z_u007A,z,,z,voiced alveolar sibilant fricative consonant
ts_u0074u0073u033B,ts̻,,ts̻,voiceless laminal alveolar sibilant affricate consonant
q_u0071u0027,q',,qʼ,voiceless uvular ejective stop consonant
s_u0283u02E4,ʃˤ,,ʃˤ,pharyngealized voiceless post-alveolar sibilant fricative consonant
ndj_u006Eu0064u02B2,ndʲ,,ndʲ,from voiced alveolar nasal to palatalized voiced alveolar stop cluster
ts_u0074u0073u02BC,tsʼ,,tsʼ,voiceless alveolar ejective sibilant affricate consonant
kng_u006Bu014B,kŋ,,,
ndz_u006Eu0064u007A,ndz,,ndz,from voiced alveolar nasal to voiced alveolar sibilant affricate cluster
e_u0065u0259,eə,,eə,from unrounded close-mid front to unrounded mid central diphthong
z_u007Au033B,z̻,,z̻,voiced laminal alveolar sibilant fricative consonant
i_u0268u031E,ɨ̞,,ɨ̞,lowered unrounded close central vowel
a_u0251u0303u02D0,ɑ̃ː,,ɑ̃ː,long nasalized unrounded open back vowel
tw_u0074u02B7,tʷ,,tʷ,labialized voiceless alveolar stop consonant
p_u0070u02D0,pː,,pː,long voiceless bilabial stop consonant
je_u006Au0065,je,,,
u_u0075u031E,u̞,,u̞,lowered rounded close back vowel
lg_u006Cu032Au02E0,l̪ˠ,,l̪ˠ,velarized voiced dental lateral approximant consonant
nn_u006Eu006E,nn,,,
ae_u00E6u02D0u02D0,æːː,,æːː,ultra-long unrounded near-open front vowel
e_u025E,ɞ,,ɞ,rounded open-mid central vowel
kh_u03C7,χ,,χ,voiceless uvular fricative consonant
z_u007Au02E4,zˤ,,zˤ,pharyngealized voiced alveolar sibilant fricative consonant
e_u0065u02D0u02E4,eːˤ,,eˤː,long pharyngealized unrounded close-mid front vowel
ss_u0073u0073,ss,,,
n_u207Fu01C0,ⁿǀ,,ⁿǀ,pre-nasalized voiceless dental click consonant
l_u02C0u006C,ˀl,,ˀl,pre-glottalized voiced alveolar lateral approximant consonant
ie_u0069u0065,ie,,ie,from unrounded close front to unrounded close-mid front diphthong
e_u0065u0303u02D0,ẽː,,ẽː,long nasalized unrounded close-mid front vowel
a_u0061u0324u02D1,a̤ˑ,,a̤ˑ,mid-long breathy unrounded open front vowel
g_u0067u01C1,gǁ,,gǁ,voiced alveolar lateral click consonant
e_u025Bu0303,ɛ̃,,ɛ̃,nasalized unrounded open-mid front vowel
e_u0065u02D0,eː,,eː,long unrounded close-mid front vowel
g_u0067u003A,g:,,gː,long voiced velar stop consonant
oi_u00F8u026A,øɪ,,øɪ,from rounded close-mid front to unrounded near-close near-front diphthong
ja_u006Au0061,ja,,,
ei_u025Cu026A,ɜɪ,,ɜɪ,from unrounded open-mid central to unrounded near-close near-front diphthong
l_u0294u006C,ʔl,,,
t_u0074,t,,t,voiceless alveolar stop consonant
d_u0064u032Au02D0,d̪ː,,d̪ː,long voiced dental stop consonant
tjw_u0074u02B2u02B7,tʲʷ,,tʲʷ,palatalized labialized voiceless alveolar stop consonant
m_u006Du033C,m̼,,,
uo_u0075u006F,uo,,uo,from rounded close back to rounded close-mid back diphthong
gw_u0067u02B7u02D0,gʷː,,gʷː,labialized long voiced velar stop consonant
ndz_u006Eu0064u0292,ndʒ,,ndʒ,from voiced alveolar nasal to voiced post-alveolar sibilant affricate cluster
ngk_u014Bu006B,ŋk,,ŋk,from voiced velar nasal to voiceless velar stop cluster
hw_u0068u02B7u02D0,hʷː,,hʷː,labialized long voiceless glottal fricative consonant
dw_u0064u032Au02B7,d̪ʷ,,d̪ʷ,labialized voiced dental stop consonant
njw_u006Eu02B2u02B7,nʲʷ,,nʲʷ,palatalized labialized voiced alveolar nasal consonant
ndw_u006Eu0064u02B7,ndʷ,,ndʷ,from voiced alveolar nasal to labialized voiced alveolar stop cluster
ts_u0288u0282,ʈʂ,,ʈʂ,voiceless retroflex sibilant affricate consonant
dj_u0064u02B2,dʲ,,dʲ,palatalized voiced alveolar stop consonant
tl_u0074u026C,tɬ,,tɬ,voiceless alveolar lateral affricate consonant
g_u0263u030A,ɣ̊,,ɣ̊,devoiced voiced velar fricative consonant
wei_u0077u0065u0069u032F,wei̯,,,
ia_u0069u0061,ia,,ia,from unrounded close front to unrounded open front diphthong
pw_u0070u02B7,pʷ,,pʷ,labialized voiceless bilabial stop consonant
dd_u0064u0064,dd,,dd,from voiced alveolar stop to voiced alveolar stop cluster
w_u0077u0306,w̆,,,
u_u0075u02D1,uˑ,,uˑ,mid-long rounded close back vowel
z_u007Au0320,z̠,,z̠,retracted voiced alveolar sibilant fricative consonant
i_u0259u026A,əɪ,,əɪ,from unrounded mid central to unrounded near-close near-front diphthong
ndw_u006Eu032Au0064u032Au02B7,n̪d̪ʷ,,n̪d̪ʷ,from voiced dental nasal to labialized voiced dental stop cluster
y_u0079u02D1,yˑ,,yˑ,mid-long rounded close front vowel
b_u0299,ʙ,,ʙ,voiced bilabial trill consonant
i_u026Au02D1,ɪˑ,,ɪˑ,mid-long unrounded near-close near-front vowel
r_u0072u02E4u02D0,rˤː,,rˤː,pharyngealized long voiced alveolar trill consonant
y_u0079u02D0u0259,yːə,,yːə,from long rounded close front to unrounded mid central diphthong
nj_u006Eu02B2,nʲ,,nʲ,palatalized voiced alveolar nasal consonant
uai_u0075u0061u0069,uai,,,
i_u0069u0324,i̤,,i̤,breathy unrounded close front vowel
d_u00F0u02E4,ðˤ,,ðˤ,pharyngealized voiced dental fricative consonant
ntw_u006Eu0074u02B7,ntʷ,,ntʷ,from voiced alveolar nasal to labialized voiceless alveolar stop cluster
v_u028B,ʋ,,ʋ,voiced labio-dental approximant consonant
b_u03B2u031E,β̞,,β̞,voiced bilabial approximant consonant
gh_u0067u02B0,gʰ,,gʰ,aspirated voiced velar stop consonant
_u01C3u02BC,ǃʼ,,ǃʼ,voiceless alveolar ejective click consonant
lw_u026Du02B7,ɭʷ,,ɭʷ,labialized voiced retroflex lateral approximant consonant
th_u0074u032Au02B0,t̪ʰ,,t̪ʰ,aspirated voiceless dental stop consonant
j_u0284,ʄ,,ʄ,voiced palatal implosive consonant
eu_u0065u0075u032F,eu̯,,eu̯,from unrounded close-mid front to non-syllabic rounded close back diphthong
dj_u0064u029D,dʝ,,,
sj_u0073u02B2u02D0,sʲː,,sʲː,palatalized long voiceless alveolar sibilant fricative consonant
mh_u006Du02B1,mʱ,,mʱ,breathy voiced bilabial nasal consonant
tsh_u0074u0283u02B0,tʃʰ,,tʃʰ,aspirated voiceless post-alveolar sibilant affricate consonant
f_u0066u02D0,fː,,fː,long voiceless labio-dental fricative consonant
j_u0294u02B2,ʔʲ,,ʔʲ,palatalized voiceless glottal stop consonant
nj_u006Eu032Au02B2,n̪ʲ,,n̪ʲ,palatalized voiced dental nasal consonant
u_u0289u0259,ʉə,,ʉə,from rounded close central to unrounded mid central diphthong
r_u0072u02D0,rː,,rː,long voiced alveolar trill consonant
tl_u0074u026Cu02BC,tɬʼ,,tɬʼ,voiceless alveolar ejective lateral affricate consonant
gg_u0067u0067,gg,,gg,from voiced velar stop to voiced velar stop cluster
cc_u0063u0063u0327u02D0,cçː,,cçː,long voiceless palatal affricate consonant
u_u028Au02D1,ʊˑ,,ʊˑ,mid-long rounded near-close near-back vowel
v_u028Bu02D0,ʋː,,ʋː,long voiced labio-dental approximant consonant
ts_u0074u0283,tʃ,,tʃ,voiceless post-alveolar sibilant affricate consonant
kx_u006Bu0078,kx,,kx,voiceless velar affricate consonant
mp_u006Du0070,mp,,mp,from voiced bilabial nasal to voiceless bilabial stop cluster
l_u006Cu02E4u02D0,lˤː,,lˤː,pharyngealized long voiced alveolar lateral approximant consonant
ig_u0069u02E0,iˠ,,iˠ,velarized unrounded close front vowel
sg_u0073u02E0,sˠ,,sˠ,velarized voiceless alveolar sibilant fricative consonant
dz_u0064u0291u02D0,dʑː,,dʑː,long voiced alveolo-palatal sibilant affricate consonant
_u2C71,ⱱ,,ⱱ,voiced labio-dental tap consonant
z_u007Au02E4u02D0,zˤː,,zˤː,pharyngealized long voiced alveolar sibilant fricative consonant
ei_u0065u026A,eɪ,,eɪ,from unrounded close-mid front to unrounded near-close near-front diphthong
t_u0074u02D0,tː,,tː,long voiceless alveolar stop consonant
a_u0251u0330,ɑ̰,,ɑ̰,creaky unrounded open back vowel
r_u0072,r,,r,voiced alveolar trill consonant
nth_u004Eu0074u02B0,Ntʰ,,,
au_u0251u0075,ɑu,,ɑu,from unrounded open back to rounded close back diphthong
w_u0077u0294,wʔ,,,
b_u03B2,β,,β,voiced bilabial fricative consonant
i_u0268u02D0,ɨː,,ɨː,long unrounded close central vowel
i_u0069u02E4,iˤ,,iˤ,pharyngealized unrounded close front vowel
nc_u0272u0063,ɲc,,ɲc,from voiced palatal nasal to voiceless palatal stop cluster
uj_u0075u006A,uj,,,
aei_u00E6u0069u032F,æi̯,,æi̯,from unrounded near-open front to non-syllabic unrounded close front diphthong
w_u0077u0303,w̃,,w̃,nasalized voiced labio-velar approximant consonant
dzj_u0064u007Au02B2,dzʲ,,dzʲ,palatalized voiced alveolar sibilant affricate consonant
oi_u006Fu026A,oɪ,,oɪ,from rounded close-mid back to unrounded near-close near-front diphthong
i_u0069u0324u02D0,i̤ː,,i̤ː,long breathy unrounded close front vowel
bh_u0062u02B0u02D0,bʰː,,bʰː,aspirated long voiced bilabial stop consonant
ndz_u004Eu0064u032Au007Au032A,Nd̪z̪,,,
o_u0254u02E4u02D0,ɔˤː,,ɔˤː,long pharyngealized rounded open-mid back vowel
ui_u0075u0069,ui,,ui,from rounded close back to unrounded close front diphthong
dz_u0064u0292,dʒ,,dʒ,voiced post-alveolar sibilant affricate consonant
